actual,proposed
0.30000463128089905,0.328232079744339
0.3015044629573822,0.3294457197189331
0.30300432443618774,0.33067649602890015
0.3045041859149933,0.3318941295146942
0.30600404739379883,0.3332268297672272
0.30750390887260437,0.33453983068466187
0.3090038001537323,0.3355775475502014
0.15238399803638458,0.33442720770835876
0.15276455879211426,0.33324798941612244
0.15529286861419678,0.33208438754081726
0.15776026248931885,0.330919086933136
0.1601690798997879,0.3297640383243561
0.15519747138023376,0.32858702540397644
0.1531791090965271,0.32735633850097656
0.1467219442129135,0.3262211084365845
0.13588865101337433,0.32488733530044556
0.12945690751075745,0.3235734701156616
0.11864502727985382,0.3222942650318146
0.10351292043924332,0.32084161043167114
0.0841178223490715,0.31934139132499695
0.06923216581344604,0.31762489676475525
0.026684356853365898,0.3160843551158905
0.003488851711153984,0.312031090259552
0.0,0.3099138140678406
0.0,0.3076832592487335
0.0,0.3051985502243042
0.0,0.30255335569381714
0.0,0.2997973561286926
0.0,0.2968791425228119
0.0,0.2938022017478943
0.0,0.29060351848602295
0.0,0.28727731108665466
0.0,0.28393423557281494
0.0,0.2802940905094147
0.0,0.2766834795475006
0.0,0.27297115325927734
0.0,0.2691890001296997
0.0,0.2653547525405884
0.0,0.2614220380783081
0.0,0.25744736194610596
0.0,0.2534465789794922
0.0,0.24946549534797668
0.0,0.24534648656845093
0.0,0.241298645734787
0.0,0.23722141981124878
0.0,0.23316392302513123
0.0,0.22911833226680756
0.0,0.22508308291435242
0.0,0.2210547924041748
0.0,0.21706946194171906
0.0,0.21318866312503815
0.0,0.20943816006183624
0.0,0.20583677291870117
0.0,0.20235978066921234
0.0,0.1990000605583191
0.0,0.1957491934299469
0.0,0.19260333478450775
0.0,0.1895914077758789
0.0,0.18667738139629364
0.0,0.18388961255550385
0.0,0.18125329911708832
0.0,0.17873550951480865
0.0,0.1763918697834015
0.0,0.17421863973140717
0.0,0.1722043752670288
0.0,0.2632656991481781
0.0,0.26215553283691406
0.00997406430542469,0.26125726103782654
0.022319070994853973,0.260465532541275
0.043141577392816544,0.2599308490753174
0.05925390496850014,0.2593711316585541
0.075090691447258,0.25899577140808105
0.11894083023071289,0.2588438093662262
0.1294858455657959,0.2588115930557251
0.15294551849365234,0.25912803411483765
0.1629919409751892,0.2594154179096222
0.17725719511508942,0.2598031163215637
0.20085477828979492,0.26096799969673157
0.20590564608573914,0.26145029067993164
0.2109055519104004,0.2620994746685028
0.22021591663360596,0.26275011897087097
0.2207016497850418,0.26344719529151917
0.22556547820568085,0.26408761739730835
0.22215233743190765,0.26497313380241394
0.21835651993751526,0.26578885316848755
0.20591920614242554,0.26648208498954773
0.1858556866645813,0.26732081174850464
0.17391927540302277,0.26758477091789246
0.13753558695316315,0.26775500178337097
0.11754992604255676,0.2675168216228485
0.09782540798187256,0.2671898305416107
0.07399089634418488,0.2667774260044098
0.04609508067369461,0.2660583555698395
0.018543172627687454,0.2651873528957367
3.7017241993453354e-05,0.2641673684120178
0.0,0.2628616988658905
0.0,0.26132652163505554
0.0,0.2594880163669586
0.0,0.25745531916618347
0.0,0.2553400993347168
0.0,0.2528607249259949
0.0,0.2502146363258362
0.0,0.24738869071006775
0.0,0.24448177218437195
0.0,0.24141830205917358
0.0,0.23041459918022156
0.0,0.22659769654273987
0.0,0.2227000892162323
0.0,0.21455278992652893
0.0,0.21046696603298187
0.0,0.20648355782032013
0.0,0.20252704620361328
0.0,0.19847261905670166
0.0,0.19447576999664307
0.0,0.1831917017698288
0.0,0.17950032651424408
0.0,0.17589719593524933
0.0,0.16910189390182495
0.0,0.16586031019687653
0.0,0.25831207633018494
0.0,0.2561611235141754
0.0,0.2541274130344391
0.0,0.2522142827510834
0.0,0.2504771649837494
0.0,0.24885651469230652
0.0,0.24738335609436035
0.0,0.2460673302412033
0.0,0.2448934018611908
0.0,0.2438553422689438
0.0,0.24298471212387085
0.0,0.24219518899917603
0.0,0.24146567285060883
0.0,0.24082979559898376
0.0,0.24029432237148285
0.004526791628450155,0.2398470938205719
0.014730039983987808,0.23918907344341278
0.024763567373156548,0.23898816108703613
0.030275912955403328,0.23884452879428864
0.031334370374679565,0.23869016766548157
0.036721475422382355,0.23859001696109772
0.037659935653209686,0.238492950797081
0.04817967116832733,0.23843596875667572
0.05328323692083359,0.23841077089309692
0.06266822665929794,0.23855118453502655
0.05884190648794174,0.2386002093553543
0.050709523260593414,0.23860718309879303
0.03832881897687912,0.23851309716701508
0.030473140999674797,0.23838695883750916
0.027074240148067474,0.23823310434818268
0.019349420443177223,0.23801222443580627
0.01607506535947323,0.23776870965957642
0.012827565893530846,0.2375146746635437
0.013964492827653885,0.23725560307502747
0.006347143556922674,0.23699969053268433
2.2924399672774598e-05,0.23671890795230865
0.0,0.2359699010848999
0.0,0.23561057448387146
0.0,0.2351960986852646
0.0,0.2347329556941986
0.24316257238388062,0.2337949424982071
0.24158048629760742,0.3350728750228882
0.240006223320961,0.33520564436912537
0.238438680768013,0.3353860676288605
0.2412363886833191,0.3355530798435211
0.23801171779632568,0.3359699249267578
0.23641033470630646,0.33595412969589233
0.23481501638889313,0.3361128270626068
0.23164063692092896,0.3364826440811157
0.22570110857486725,0.3363153040409088
0.2053537666797638,0.3365887701511383
0.19535592198371887,0.3362160325050354
0.18110856413841248,0.3358459770679474
0.16702581942081451,0.33550119400024414
0.15309925377368927,0.33504506945610046
0.13932135701179504,0.33453133702278137
0.12132584303617477,0.3338787257671356
0.10352461785078049,0.3331163823604584
0.08154941350221634,0.3321737051010132
0.06416923552751541,0.3311508595943451
0.03823497146368027,0.3299421966075897
0.012577012181282043,0.3285598158836365
0.0,0.3272053301334381
0.0,0.32352906465530396
0.0,0.321562260389328
0.0,0.3192650377750397
0.0,0.3167743682861328
0.0,0.3140781819820404
0.0,0.3113471567630768
0.0,0.30518677830696106
0.0,0.3021191656589508
0.0,0.29877620935440063
0.0,0.29183876514434814
0.0,0.2881777286529541
0.0,0.28444141149520874
0.0,0.28077808022499084
0.0,0.2769182026386261
0.0,0.2731620669364929
0.0,0.2693355977535248
0.0,0.2654974162578583
0.0,0.3641429841518402
0.0,0.3607892394065857
0.0,0.35760200023651123
0.0,0.3545220196247101
0.0,0.35160326957702637
0.0,0.34867164492607117
0.0,0.34590014815330505
0.0,0.34317848086357117
0.0,0.34053340554237366
0.0,0.3380531668663025
0.0,0.3354322016239166
0.0,0.333026260137558
0.0,0.3307102918624878
0.0,0.32858288288116455
0.0,0.32657158374786377
0.0,0.3246438205242157
0.0,0.322755366563797
0.0,0.3209547698497772
0.0,0.31921544671058655
0.0,0.3175215721130371
0.0,0.31588220596313477
0.0,0.31428223848342896
0.0,0.3126859664916992
0.0,0.311101496219635
0.0,0.30942821502685547
0.0,0.3078885078430176
0.0,0.30640581250190735
0.0,0.3048664629459381
0.0,0.3034181594848633
0.09990354627370834,0.3018665313720703
0.0964675024151802,0.3868275582790375
0.10171008110046387,0.3859400451183319
0.10679329186677933,0.385071724653244
0.11220724880695343,0.3834910988807678
0.11254680156707764,0.38264769315719604
0.1172918826341629,0.38099974393844604
0.11734601855278015,0.3804689049720764
0.12169082462787628,0.37970685958862305
0.11719101667404175,0.3790406882762909
0.11269049346446991,0.3782723844051361
0.0993848368525505,0.3776546120643616
0.09493425488471985,0.3760010898113251
0.0861181765794754,0.37533023953437805
0.07735525071620941,0.374365895986557
0.05561661347746849,0.3735845386981964
0.04269520938396454,0.3716614544391632
0.021500252187252045,0.36949723958969116
0.013155543245375156,0.36842021346092224
0.004835963249206543,0.36715802550315857
0.18126925826072693,0.365839421749115
0.17852817475795746,0.4000000059604645
0.17546765506267548,0.4000000059604645
0.17300528287887573,0.4000000059604645
0.15865902602672577,0.4000000059604645
0.14754478633403778,0.4000000059604645
0.13648511469364166,0.4000000059604645
0.12547548115253448,0.4000000059604645
0.09057701379060745,0.4000000059604645
0.07987604290246964,0.4000000059604645
0.0648445338010788,0.4000000059604645
0.04553968459367752,0.4000000059604645
0.030735261738300323,0.4000000059604645
0.016003474593162537,0.4000000059604645
0.00569842429831624,0.4000000059604645
0.0,0.4000000059604645
0.0,0.4000000059604645
0.0,0.4000000059604645
0.0,0.39874735474586487
0.0,0.39666417241096497
0.0,0.3944927155971527
0.0,0.39225417375564575
0.0,0.389981746673584
0.0,0.3938499987125397
0.0,0.3914516270160675
0.0,0.38646647334098816
0.0,0.3840395510196686
0.0,0.3816007673740387
0.0,0.3789971172809601
0.0,0.3764558732509613
0.0,0.37387585639953613
0.0,0.37124869227409363
0.0,0.36868607997894287
0.0,0.36603808403015137
0.0,0.36341696977615356
0.0,0.36078861355781555
0.0,0.35567545890808105
0.0,0.35324469208717346
0.0,0.3509075939655304
0.0,0.34615811705589294
0.0,0.343904972076416
0.0,0.3418400287628174
0.0,0.339709997177124
0.0,0.3355516791343689
0.0,0.3335179388523102
0.0,0.33155110478401184
0.0,0.3295707702636719
0.0,0.3276752531528473
0.0,0.3258359134197235
0.0,0.32404184341430664
0.0,0.3222751319408417
0.0,0.3188421428203583
0.0,0.3170902729034424
0.0,0.31543591618537903
0.0,0.3120094835758209
0.0,0.31036868691444397
0.0,0.308797150850296
0.0,0.3072775602340698
0.0,0.30576467514038086
0.0,0.3042701184749603
0.0,0.3028310537338257
0.0,0.30141371488571167
0.0,0.29876813292503357
0.0,0.297475129365921
0.0,0.29622700810432434
0.0,0.2949228584766388
0.0,0.2936621308326721
0.0,0.2923753261566162
0.0,0.29106438159942627
0.0,0.28975966572761536
0.0,0.28847140073776245
0.0,0.28727856278419495
0.0,0.28612974286079407
0.0,0.2849853038787842
0.0,0.2838952839374542
0.0,0.2828496992588043
0.0,0.2808719873428345
0.0,0.2799462080001831
0.0,0.279014527797699
0.0,0.2780997157096863
0.0,0.2772228717803955
0.0,0.276360422372818
0.0,0.27547624707221985
0.0,0.2746501564979553
0.0,0.27393901348114014
0.0,0.2724905014038086
0.0,0.2717885673046112
0.0,0.27111974358558655
0.0,0.2704843580722809
0.0,0.2698749303817749
0.0,0.26885131001472473
0.0,0.26835376024246216
0.0,0.2678876519203186
0.0,0.2670717239379883
0.0,0.2667081952095032
0.0,0.26630252599716187
0.0,0.26592761278152466
0.0,0.2655419111251831
0.0,0.2651395797729492
0.0,0.2648055851459503
0.0,0.26441490650177
0.0,0.2640862762928009
0.0,0.26336413621902466
0.0,0.26268693804740906
0.0,0.2623690068721771
0.0,0.26205599308013916
0.0,0.26176777482032776
0.0,0.2615123987197876
0.0,0.2612481117248535
0.0,0.2609468102455139
0.0,0.26071736216545105
0.0,0.260495126247406
0.0,0.2603056728839874
0.0,0.2602122128009796
0.0,0.2601188123226166
0.0,0.26010969281196594
0.0,0.26009035110473633
0.0,0.26002761721611023
0.0,0.2600557208061218
0.0,0.2600812315940857
0.0,0.26011645793914795
0.0,0.2601473033428192
0.0,0.2600964903831482
0.0,0.2601958215236664
0.0,0.26025816798210144
0.0,0.2602877616882324
0.0,0.26036036014556885
0.0,0.2604704797267914
0.0,0.26052361726760864
0.0,0.2606537938117981
0.0,0.2608683705329895
0.0,0.2609063982963562
0.0,0.2610017657279968
0.0,0.2612462639808655
0.0,0.26141157746315
0.0,0.26161226630210876
0.0,0.26182132959365845
0.0,0.26204714179039
0.0,0.2622900605201721
0.0,0.2625082731246948
0.0,0.2627386748790741
0.0,0.26299965381622314
0.0,0.26323387026786804
0.0,0.2634952664375305
0.0,0.263790488243103
0.0,0.2641424834728241
0.0,0.26445403695106506
0.0,0.2646739184856415
0.0,0.2649085521697998
0.0,0.2651272416114807
0.0,0.26531994342803955
0.0,0.2655169665813446
0.0,0.26571595668792725
0.0,0.2658713161945343
0.0,0.26601070165634155
0.0,0.2661549746990204
0.0,0.26633235812187195
0.0,0.2665358781814575
0.0,0.26676419377326965
0.0,0.2673318684101105
0.0,0.2675449550151825
0.0,0.26775062084198
0.0,0.2679218351840973
0.0,0.2680652439594269
0.0,0.2681332528591156
0.0,0.26820433139801025
0.0,0.26836898922920227
0.0,0.26848992705345154
0.0,0.26862263679504395
0.0,0.26875483989715576
0.0,0.26884379982948303
0.034712374210357666,0.2690688967704773
0.042439479380846024,0.26976776123046875
0.04572610557079315,0.2701982259750366
0.030574148520827293,0.2710679769515991
0.029749134555459023,0.27139657735824585
0.04980923980474472,0.271701455116272
0.053143613040447235,0.2725628614425659
0.05210097134113312,0.27301791310310364
0.05546088144183159,0.27347221970558167
0.05880187451839447,0.27394363284111023
0.06212584301829338,0.27442413568496704
0.0523567870259285,0.27492716908454895
0.05498243495821953,0.2753387987613678
0.04975228011608124,0.2761705219745636
0.044619932770729065,0.27654504776000977
0.04394059255719185,0.2768765687942505
0.03401174023747444,0.2774747610092163
0.024817639961838722,0.2777109444141388
0.015765562653541565,0.27787452936172485
0.006718310993164778,0.2779676616191864
0.0,0.2780515253543854
0.0,0.27801018953323364
0.0,0.2779049873352051
0.0,0.2777708172798157
0.0,0.27729055285453796
0.0,0.2769516408443451
0.0,0.27658846974372864
0.0,0.2762053906917572
0.0,0.2758023142814636
0.0,0.2753778398036957
0.0,0.27490106225013733
0.0,0.27370285987854004
0.0,0.2729931175708771
0.0,0.2722000479698181
0.0,0.27140378952026367
0.0,0.2705910801887512
0.0,0.26892703771591187
0.0,0.2680692970752716
0.0,0.26718705892562866
0.0,0.26527661085128784
0.0,0.26429685950279236
0.0,0.2633090615272522
0.0,0.26140516996383667
0.0,0.26046693325042725
0.0,0.25955259799957275
0.0,0.25789785385131836
0.0,0.2571132183074951
0.0,0.25636813044548035
0.0,0.25561872124671936
0.0,0.25492313504219055
0.0,0.2541813552379608
0.0,0.253496378660202
0.0,0.2527639865875244
0.0,0.2520609200000763
0.0,0.2514161467552185
0.0,0.25073444843292236
0.0,0.25004640221595764
0.0,0.2493838369846344
0.0,0.2486630231142044
0.0,0.24795405566692352
0.0,0.2472361922264099
0.0,0.24586762487888336
0.0,0.24525339901447296
0.0,0.24412555992603302
0.0,0.24358037114143372
0.0,0.24302344024181366
0.0,0.24239885807037354
0.0,0.24178703129291534
0.0,0.24121740460395813
0.0,0.2402840405702591
0.0,0.23986949026584625
0.0,0.23949845135211945
0.0,0.23874415457248688
0.0,0.2383815348148346
0.0,0.23805102705955505
0.0,0.23750567436218262
0.0,0.23730222880840302
0.0,0.2371172159910202
0.0,0.23705072700977325
0.0,0.23701129853725433
0.0,0.2369776964187622
0.0,0.2370210886001587
0.0,0.23709413409233093
0.0,0.23711451888084412
0.0,0.2372141033411026
0.0,0.23727232217788696
0.0,0.23731257021427155
0.0,0.23733143508434296
0.0,0.2373679131269455
0.0,0.2374608814716339
0.0,0.2375146448612213
0.0,0.23874984681606293
0.0,0.23927046358585358
0.0,0.23983487486839294
0.0,0.24048076570034027
0.0677979439496994,0.24202385544776917
0.07433285564184189,0.24286863207817078
0.0764719769358635,0.24371986091136932
0.08735580742359161,0.24464811384677887
0.10250319540500641,0.24566160142421722
0.11068019270896912,0.24773310124874115
0.12133555859327316,0.2488093227148056
0.12319118529558182,0.24990899860858917
0.1294489949941635,0.25102201104164124
0.1331927627325058,0.25327008962631226
0.13080254197120667,0.25432878732681274
0.1328723132610321,0.2553967237472534
0.13933855295181274,0.2564861476421356
0.1305254101753235,0.25851693749427795
0.12414328008890152,0.2594393491744995
0.11181861162185669,0.26108846068382263
0.10586366802453995,0.2618306577205658
0.09568043053150177,0.26247939467430115
0.08132421970367432,0.2630111575126648
0.06720569729804993,0.2634294629096985
0.05767383426427841,0.2637692987918854
0.04394052177667618,0.26400139927864075
0.03041752427816391,0.2641291618347168
0.017096206545829773,0.2641562223434448
0.0,0.2640857398509979
0.0,0.26398515701293945
0.0,0.2637907862663269
0.0,0.2629150152206421
0.0,0.26237067580223083
0.0,0.26164162158966064
0.0,0.26077839732170105
0.0,0.25876328349113464
0.0,0.2576340436935425
0.0,0.2564803957939148
0.0,0.25528988242149353
0.0,0.2540760934352875
0.0,0.25283581018447876
0.0,0.25162389874458313
0.0,0.25043967366218567
0.0,0.2482709288597107
0.0,0.24728171527385712
0.0,0.24636229872703552
0.0,0.24551551043987274
0.0,0.24471665918827057
0.0,0.24397686123847961
0.0,0.24330660700798035
0.0,0.24270595610141754
0.0,0.2420807033777237
0.0,0.24097047746181488
0.0,0.24048948287963867
0.0,0.24001650512218475
0.0,0.2394874095916748
0.0,0.23896321654319763
0.0,0.23849831521511078
0.0,0.23807267844676971
0.0,0.23764312267303467
0.0,0.23670876026153564
0.0,0.23623628914356232
0.0,0.23569351434707642
0.0,0.23514904081821442
0.0,0.23462450504302979
0.0,0.23411311209201813
0.0,0.2335762232542038
0.0,0.23302511870861053
0.0,0.23204924166202545
0.0,0.2315753847360611
0.0,0.2311297208070755
0.0,0.23070047795772552
0.0,0.23026378452777863
0.0,0.22990576922893524
0.0,0.22959741950035095
0.0,0.2293190360069275
0.0,0.22902150452136993
0.0,0.22891458868980408
0.0,0.22882132232189178
0.0,0.22886425256729126
0.0,0.22887854278087616
0.0,0.22886261343955994
0.0,0.22882212698459625
0.0,0.22879905998706818
0.0,0.22884297370910645
0.0,0.22885768115520477
0.0,0.22885896265506744
0.0,0.22886773943901062
0.0,0.22899997234344482
0.0,0.22919227182865143
0.0,0.22927774488925934
0.0,0.22981341183185577
0.05735292285680771,0.23052190244197845
0.07520212233066559,0.23219971358776093
0.07749313861131668,0.23304420709609985
0.09288216382265091,0.23401592671871185
0.11656320840120316,0.23495106399059296
0.11857152730226517,0.23607110977172852
0.1293351948261261,0.23726984858512878
0.131296306848526,0.23848459124565125
0.133297860622406,0.2396765798330307
0.1417182832956314,0.24209930002689362
0.15249602496623993,0.24336305260658264
0.15447445213794708,0.24463677406311035
0.15649643540382385,0.2458827644586563
0.14984267950057983,0.2470550388097763
0.14770986139774323,0.24818749725818634
0.14567187428474426,0.24928751587867737
0.1480841338634491,0.25038060545921326
0.13744661211967468,0.2514391243457794
0.12265827506780624,0.25239884853363037
0.10812894254922867,0.2531346380710602
0.09820716083049774,0.2538456618785858
0.08410287648439407,0.25437474250793457
0.07022862136363983,0.25479134917259216
0.043496787548065186,0.25519105792045593
0.025873618200421333,0.25538748502731323
0.0,0.2553618252277374
0.0,0.2550341486930847
0.0,0.25429725646972656
0.0,0.25387707352638245
0.0,0.25337687134742737
0.0,0.25269997119903564
0.0,0.25204476714134216
0.0,0.25038033723831177
0.0,0.2495429813861847
0.0,0.2486640214920044
0.0,0.24771763384342194
0.0,0.24662844836711884
0.0,0.24555158615112305
0.0,0.24447377026081085
0.0,0.24336260557174683
0.0,0.2423025518655777
0.0,0.2411976158618927
0.0,0.24009157717227936
0.0,0.23896424472332
0.0,0.23683348298072815
0.0,0.23480024933815002
0.0,0.23382893204689026
0.0,0.23196499049663544
0.0,0.2311076819896698
0.0,0.2302631437778473
0.0,0.229398712515831
0.0,0.22853732109069824
0.0,0.22625257074832916
0.0,0.22558726370334625
0.0,0.22424820065498352
0.0,0.2235928773880005
0.0,0.22296960651874542
0.0,0.22231844067573547
0.0,0.22171543538570404
0.0,0.22120502591133118
0.0,0.22070565819740295
0.0,0.22029490768909454
0.0,0.21961422264575958
0.0,0.21896880865097046
0.0,0.21873629093170166
0.0,0.21849973499774933
0.0,0.21835321187973022
0.0,0.21811437606811523
0.0,0.21785610914230347
0.0,0.2176298201084137
0.0,0.2174719274044037
0.0,0.21727633476257324
0.0,0.21712931990623474
0.0,0.2169875055551529
0.0,0.21684564650058746
0.0,0.216725155711174
0.0,0.21665111184120178
0.0,0.21657921373844147
0.0,0.2165236622095108
0.0,0.21648386120796204
0.0,0.2164715975522995
0.0,0.2165241241455078
0.0,0.2166442722082138
0.0,0.21674378216266632
0.0,0.21677617728710175
0.0,0.21687418222427368
0.0,0.21693970263004303
0.0,0.21703484654426575
0.0,0.21710945665836334
0.0,0.21727679669857025
0.0,0.21739991009235382
0.0,0.2176523208618164
0.0,0.2178708016872406
0.0,0.21866562962532043
0.0,0.21908798813819885
0.0,0.2201150804758072
0.05711790919303894,0.22078566253185272
0.06836885213851929,0.22147688269615173
0.07515062391757965,0.22223880887031555
0.08188779652118683,0.22303254902362823
0.08858257532119751,0.22386741638183594
0.09523817896842957,0.22473174333572388
0.10621563345193863,0.22563417255878448
0.12782889604568481,0.22764582931995392
0.1341785043478012,0.22873561084270477
0.13614873588085175,0.22985324263572693
0.13380125164985657,0.2309654802083969
0.13155430555343628,0.2320326566696167
0.13376307487487793,0.23307107388973236
0.12728634476661682,0.2341039478778839
0.1253211796283722,0.23506878316402435
0.12344185262918472,0.2360038012266159
0.12164505571126938,0.23690736293792725
0.12428665906190872,0.23778116703033447
0.11822612583637238,0.23865863680839539
0.11230210214853287,0.2394755333662033
0.10650929063558578,0.240233913064003
0.1008414775133133,0.24093599617481232
0.09093475341796875,0.2415827512741089
0.08556254208087921,0.24214522540569305
0.0664786696434021,0.24309130012989044
0.06153339892625809,0.24344311654567719
0.05667704716324806,0.2437545210123062
0.04291759058833122,0.2442285269498825
0.03836313262581825,0.24438190460205078
0.03388042375445366,0.2445053607225418
0.029466282576322556,0.24459338188171387
0.016399947926402092,0.24464952945709229
0.003516565542668104,0.24460357427597046
0.0,0.24446594715118408
0.0,0.2442684769630432
0.0,0.24391694366931915
0.0,0.24341654777526855
0.0,0.2428676337003708
0.0,0.24230584502220154
0.0,0.2417617291212082
0.0,0.24117013812065125
0.0,0.24053359031677246
0.0,0.2398206889629364
0.0,0.23909801244735718
0.0,0.23836620151996613
0.0,0.23756097257137299
0.0,0.2367163598537445
0.0,0.23586471378803253
0.0,0.2349749356508255
0.0,0.23408140242099762
0.0,0.2331826537847519
0.0,0.23231029510498047
0.0,0.2314310222864151
0.0,0.23057886958122253
0.0,0.22975167632102966
0.0,0.22895370423793793
0.0,0.22820770740509033
0.0,0.22751475870609283
0.0,0.22681055963039398
0.0,0.22606125473976135
0.0,0.22542844712734222
0.0,0.22487446665763855
0.0,0.22437527775764465
0.0,0.22388507425785065
0.0,0.22340701520442963
0.0,0.22294150292873383
0.0,0.22248728573322296
0.0,0.22204335033893585
0.0,0.22161003947257996
0.0,0.2211878001689911
0.0,0.220768004655838
0.0,0.22033590078353882
0.0,0.21991515159606934
0.0,0.21956588327884674
0.0,0.21925237774848938
0.0,0.21903975307941437
0.0,0.21886961162090302
0.0,0.21866543591022491
0.0,0.218498095870018
0.0,0.2184261828660965
0.0,0.21837501227855682
0.0,0.21836280822753906
0.0,0.2184230536222458
0.0,0.21849943697452545
0.0,0.21856941282749176
0.0,0.21866528689861298
0.0,0.2187861055135727
0.0,0.21896201372146606
0.0,0.21919554471969604
0.0,0.21945026516914368
0.0,0.21966087818145752
0.0,0.21979664266109467
0.0,0.2199241816997528
0.0,0.22017329931259155
0.0,0.22050215303897858
0.0,0.22089697420597076
0.0,0.22129951417446136
0.0,0.22168585658073425
0.033604901283979416,0.22209037840366364
0.0411984920501709,0.2225065380334854
0.04435552656650543,0.22297519445419312
0.05185791477560997,0.22345812618732452
0.05928792804479599,0.22398734092712402
0.06664884090423584,0.22456103563308716
0.06958475708961487,0.2251807153224945
0.0812373012304306,0.225809708237648
0.08404967933893204,0.22651658952236176
0.0825076699256897,0.22722864151000977
0.08538999408483505,0.22791622579097748
0.08827470242977142,0.22861050069332123
0.08680310845375061,0.22931714355945587
0.08975360542535782,0.2299978882074356
0.08834606409072876,0.23068886995315552
0.08699991554021835,0.231356680393219
0.09007184952497482,0.23200246691703796
0.10621725022792816,0.23265913128852844
